0	561fdaa21c48820ce883921a	0.0625	0.1875	0.0625	0.1875	0.0625	0.0625	0.0625	0.0625	0.1875	0.0625
1	561fdaa21c48820ce883921b	0.05555555555555555	0.2777777777777778	0.05555555555555555	0.16666666666666666	0.16666666666666666	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555
2	561fdaa21c48820ce883921c	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.13157894736842105	0.13157894736842105	0.13157894736842105	0.02631578947368421	0.34210526315789475	0.13157894736842105
3	561fdaa21c48820ce883921d	0.020833333333333332	0.0625	0.020833333333333332	0.10416666666666667	0.0625	0.020833333333333332	0.2708333333333333	0.10416666666666667	0.22916666666666666	0.10416666666666667
4	561fdaa21c48820ce883921e	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.43333333333333335	0.03333333333333333	0.03333333333333333	0.1	0.03333333333333333	0.23333333333333334	0.03333333333333333
5	561fdaa21c48820ce883921f	0.09615384615384616	0.057692307692307696	0.019230769230769232	0.019230769230769232	0.17307692307692307	0.057692307692307696	0.019230769230769232	0.057692307692307696	0.4807692307692308	0.019230769230769232
6	561fdaa21c48820ce8839220	0.05	0.03	0.05	0.01	0.03	0.01	0.05	0.03	0.73	0.01
7	561fdaa21c48820ce8839221	0.07575757575757576	0.045454545454545456	0.015151515151515152	0.13636363636363635	0.045454545454545456	0.13636363636363635	0.07575757575757576	0.045454545454545456	0.2878787878787879	0.13636363636363635
8	561fdaa21c48820ce8839223	0.038461538461538464	0.19230769230769232	0.038461538461538464	0.11538461538461539	0.11538461538461539	0.038461538461538464	0.34615384615384615	0.038461538461538464	0.038461538461538464	0.038461538461538464
9	561fdaa21c48820ce8839224	0.05	0.35	0.05	0.05	0.05	0.05	0.25	0.05	0.05	0.05
10	561fdaa21c48820ce8839225	0.029411764705882353	0.3235294117647059	0.029411764705882353	0.08823529411764706	0.14705882352941177	0.14705882352941177	0.08823529411764706	0.029411764705882353	0.029411764705882353	0.08823529411764706
11	561fdaa21c48820ce8839226	0.022727272727272728	0.1590909090909091	0.11363636363636363	0.022727272727272728	0.29545454545454547	0.022727272727272728	0.022727272727272728	0.022727272727272728	0.1590909090909091	0.1590909090909091
12	561fdaa21c48820ce8839227	0.16666666666666666	0.015151515151515152	0.015151515151515152	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.4393939393939394	0.015151515151515152	0.16666666666666666	0.045454545454545456
13	561fdaa21c48820ce8839229	0.041666666666666664	0.125	0.2916666666666667	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.2916666666666667	0.041666666666666664	0.041666666666666664
14	561fdaa21c48820ce883922a	0.029411764705882353	0.2647058823529412	0.029411764705882353	0.08823529411764706	0.029411764705882353	0.08823529411764706	0.08823529411764706	0.08823529411764706	0.20588235294117646	0.08823529411764706
15	561fdaa21c48820ce883922b	0.11363636363636363	0.11363636363636363	0.06818181818181818	0.06818181818181818	0.06818181818181818	0.022727272727272728	0.20454545454545456	0.06818181818181818	0.022727272727272728	0.25
16	561fdaa21c48820ce883922d	0.125	0.325	0.025	0.025	0.025	0.025	0.025	0.125	0.175	0.125
17	561fdaa21c48820ce883922f	0.0625	0.0625	0.4375	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
18	561fdaa21c48820ce8839230	0.15517241379310345	0.017241379310344827	0.22413793103448276	0.08620689655172414	0.017241379310344827	0.017241379310344827	0.017241379310344827	0.3275862068965517	0.017241379310344827	0.1206896551724138
19	561fdaa21c48820ce8839231	0.020833333333333332	0.1875	0.0625	0.14583333333333334	0.10416666666666667	0.020833333333333332	0.10416666666666667	0.10416666666666667	0.0625	0.1875
20	561fdaa31c48820ce8839233	0.05	0.05	0.15	0.05	0.05	0.15	0.25	0.05	0.05	0.15
21	561fdaa31c48820ce8839234	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.07142857142857142
22	561fdaa31c48820ce8839235	0.07142857142857142	0.1	0.3	0.04285714285714286	0.014285714285714285	0.04285714285714286	0.24285714285714285	0.12857142857142856	0.04285714285714286	0.014285714285714285
23	561fdaa31c48820ce8839236	0.013888888888888888	0.1527777777777778	0.041666666666666664	0.4027777777777778	0.013888888888888888	0.013888888888888888	0.2638888888888889	0.013888888888888888	0.06944444444444445	0.013888888888888888
24	561fdaa31c48820ce8839237	0.02	0.1	0.14	0.1	0.02	0.14	0.14	0.26	0.02	0.06
25	561fdaa31c48820ce8839238	0.02631578947368421	0.07894736842105263	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.07894736842105263	0.13157894736842105	0.34210526315789475	0.23684210526315788
26	561fdaa31c48820ce8839239	0.125	0.025	0.025	0.025	0.075	0.125	0.325	0.125	0.025	0.125
27	561fdaa31c48820ce883923a	0.041666666666666664	0.2916666666666667	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.125	0.125	0.20833333333333334	0.041666666666666664	0.041666666666666664
